Name	Region	Year	Fixed Acidity	Volatile Acidity	Citric Acid	Residual Sugar	Producer	Chlorides	Free Sulfur Dioxide	Total Sulfur Dioxide	Density	pH	Sulphates	Alcohol	Quality
Herdade do Esporo AB Alicante Bouschet 2443	Regional Alentejo	2011	7.8	0.2	0.32	5	Bodegas Frutos Villar	0.016	31	101	0.99186	2.99	0.39	11	6
Herdade do Esporo AB Alicante Bouschet 2444	Regional Alentejo	2012	6.1	0.17	0.28	2.5	Bodegas Frutos Villar	0.028	22	98	0.99072	3.16	0.37	11.1	7
Herdade do Arrepiado Velho Riesling 2232	Regional Alentejo	2011	7.4	0.2	0.35	6.1	Quinta da Veiga da Casa da Capela, Sociedade Agrcola, Lda	0.025	10	40	0.99244	2.79	0.52	10.9	5
Herdade do Cebolal 2229	Regional Alentejo	2012	6.7	0.39	0.24	2.7	Creta Olympias Winery	0.017	22	80	0.99084	3.03	0.37	11.5	5
Herdade do Esporo AB Alicante Bouschet 2445	Regional Alentejo	2011	5.4	0.46	0.15	2.1	PV-Produo e Comrcio de Produtos Vincolas S.A.	0.026	29	130	0.98953	3.39	0.77	13.4	8
Herdade do Esporo AB Alicante Bouschet 2446	Regional Alentejo	2012	6.9	0.4	0.17	12.9	Muxagat Vinhos, Lda	0.033	59	186	0.99754	3.08	0.49	9.4	5
Herdade do Arrepiado Velho Riesling 2233	Regional Alentejo	2011	6.9	0.4	0.17	12.9	Muxagat Vinhos, Lda	0.033	59	186	0.99754	3.08	0.49	9.4	5
Herdade do Cebolal 2230	Regional Alentejo	2012	6.9	0.4	0.17	12.9	Muxagat Vinhos, Lda	0.033	59	186	0.99754	3.08	0.49	9.4	5
Herdade do Esporo AB Alicante Bouschet 2447	Regional Alentejo	2011	6.3	0.24	0.29	13.7	Muxagat Vinhos, Lda	0.035	53	134	0.99567	3.17	0.38	10.6	6
Herdade do Esporo AB Alicante Bouschet 2448	Regional Alentejo	2012	6.9	0.4	0.17	12.9	Muxagat Vinhos, Lda	0.033	59	186	0.99754	3.08	0.49	9.4	5
Herdade do Arrepiado Velho Riesling 2234	Regional Alentejo	2011	7.4	0.27	0.31	2.4	Muxagat Vinhos, Lda	0.014	15	143	0.99094	3.03	0.65	12	4
Herdade do Cebolal 2231	Regional Alentejo	2012	6.1	0.27	0.28	9.8	Quinta da Murta	0.042	61	125	0.99532	3.14	0.42	10.2	6
Herdade do Esporo AB Alicante Bouschet 2449	Regional Alentejo	2011	6.3	0.24	0.29	13.7	Quinta do Casal da Coelheira	0.035	53	134	0.99567	3.17	0.38	10.6	6
Herdade do Esporo AB Alicante Bouschet 2450	Regional Alentejo	2012	5	0.61	0.12	1.3	Anselmo Mendes Vinhos, Lda	0.009	65	100	0.9874	3.26	0.37	13.5	5
Herdade do Arrepiado Velho Riesling 2235	Regional Alentejo	2011	6.7	0.42	0.39	12.1	Anselmo Mendes Vinhos, Lda	0.04	61	248	0.99794	3.31	0.58	9.7	5
Herdade do Cebolal 2232	Regional Alentejo	2012	6.5	0.33	0.28	6.1	Anselmo Mendes Vinhos, Lda	0.018	41	103	0.99122	3.24	0.32	12.2	6
Herdade do Esporo AB Alicante Bouschet 2451	Regional Alentejo	2011	6.9	0.33	0.31	7.7	Anselmo Mendes Vinhos, Lda	0.04	29	135	0.99226	3.11	0.57	12.3	5
Herdade do Esporo AB Alicante Bouschet 2452	Regional Alentejo	2012	6.5	0.33	0.28	6.1	Anselmo Mendes Vinhos, Lda	0.018	41	103	0.99122	3.24	0.32	12.2	6
Herdade do Arrepiado Velho Riesling 2236	Regional Alentejo	2011	6.3	0.15	0.3	1.4	Anselmo Mendes Vinhos, Lda	0.022	38	100	0.99099	3.42	0.57	11.4	7
Herdade do Cebolal 2233	Regional Alentejo	2012	6.5	0.32	0.45	7.7	Anselmo Mendes Vinhos, Lda	0.022	31	97	0.99134	3.2	0.7	12.7	7
Herdade do Esporo AB Alicante Bouschet 2453	Regional Alentejo	2011	6.7	0.42	0.39	12.1	Anselmo Mendes Vinhos, Lda	0.04	61	248	0.99794	3.31	0.58	9.7	5
Herdade do Esporo AB Alicante Bouschet 2454	Regional Alentejo	2012	7.4	0.25	0.29	6.8	Anselmo Mendes Vinhos, Lda	0.02	31	113	0.99338	3.13	0.29	10.8	6
Herdade do Arrepiado Velho Riesling 2237	Regional Alentejo	2011	7.6	0.27	0.3	9.2	Anselmo Mendes Vinhos, Lda	0.018	23	96	0.9938	3.08	0.29	11	6
Herdade do Cebolal 2234	Regional Alentejo	2012	6.4	0.27	0.45	8.3	Anselmo Mendes Vinhos, Lda	0.05	52	196	0.9955	3.18	0.48	9.5	5
Herdade do Esporo AB Alicante Bouschet 2455	Regional Alentejo	2011	6.5	0.25	0.27	17.4	Anselmo Mendes Vinhos, Lda	0.064	29	140	0.99776	3.2	0.49	10.1	6
Herdade do Esporo AB Alicante Bouschet 2456	Regional Alentejo	2012	5.6	0.19	0.31	2.7	Anselmo Mendes Vinhos, Lda	0.027	11	100	0.98964	3.46	0.4	13.2	7
Herdade do Arrepiado Velho Riesling 2238	Regional Alentejo	2011	7.4	0.29	0.48	12.8	Bodegas Frutos Villar	0.037	61.5	182	0.99808	3.02	0.34	8.8	5
Herdade do Cebolal 2235	Regional Alentejo	2012	6.4	0.34	0.44	8.2	Bodegas Frutos Villar	0.043	54	201	0.99551	3.18	0.48	9.5	5
Herdade do Esporo AB Alicante Bouschet 2457	Regional Alentejo	2011	6.6	0.27	0.52	8.1	Quinta da Veiga da Casa da Capela, Sociedade Agrcola, Lda	0.044	53	202	0.99548	3.18	0.48	9.5	5
Herdade do Esporo AB Alicante Bouschet 2458	Regional Alentejo	2012	6.6	0.26	0.52	8.2	Creta Olympias Winery	0.047	52	191	0.99541	3.16	0.47	9.5	6
Herdade do Arrepiado Velho Riesling 2239	Regional Alentejo	2011	6.4	0.27	0.45	8.3	PV-Produo e Comrcio de Produtos Vincolas S.A.	0.05	52	196	0.9955	3.18	0.48	9.5	5
Herdade do Cebolal 2236	Regional Alentejo	2012	6.5	0.26	0.5	8	Muxagat Vinhos, Lda	0.051	46	197	0.99536	3.18	0.47	9.5	5
Herdade do Esporo AB Alicante Bouschet 2459	Regional Alentejo	2011	6.8	0.25	0.3	11.8	Muxagat Vinhos, Lda	0.043	53	133	0.99524	3.03	0.58	10.4	6
Herdade do Esporo AB Alicante Bouschet 2460	Regional Alentejo	2012	6.3	0.32	0.26	12	Muxagat Vinhos, Lda	0.049	63	170	0.9961	3.14	0.55	9.9	6
Herdade do Arrepiado Velho Riesling 2240	Regional Alentejo	2011	5.5	0.24	0.45	1.7	Muxagat Vinhos, Lda	0.046	22	113	0.99224	3.22	0.48	10	5
Herdade do Cebolal 2237	Regional Alentejo	2012	6.5	0.25	0.27	17.4	Muxagat Vinhos, Lda	0.064	29	140	0.99776	3.2	0.49	10.1	6
Herdade do Esporo AB Alicante Bouschet 2461	Regional Alentejo	2011	6.6	0.13	0.29	13.9	Muxagat Vinhos, Lda	0.056	33	95	0.99702	3.17	0.39	9.4	6
Herdade do Esporo AB Alicante Bouschet 2462	Regional Alentejo	2012	7	0.39	0.21	10.7	Quinta da Murta	0.098	13	91	0.99657	3.03	0.47	9.3	5
Herdade do Arrepiado Velho Riesling 2241	Regional Alentejo	2011	7.9	0.21	0.39	2	Quinta do Casal da Coelheira	0.057	21	138	0.99176	3.05	0.52	10.9	5
Herdade do Cebolal 2238	Regional Alentejo	2012	7	0.3	0.28	2.2	Anselmo Mendes Vinhos, Lda	0.042	21	177	0.99166	3.2	0.57	11.4	5
Herdade do Esporo AB Alicante Bouschet 2463	Regional Alentejo	2011	8.1	0.2	0.3	1.3	Anselmo Mendes Vinhos, Lda	0.036	7	49	0.99242	2.99	0.73	10.3	5
Herdade do Esporo AB Alicante Bouschet 2464	Regional Alentejo	2012	8.3	0.18	0.3	1.1	Anselmo Mendes Vinhos, Lda	0.033	20	57	0.99109	3.02	0.51	11	6
Herdade do Arrepiado Velho Riesling 2242	Regional Alentejo	2011	7.9	0.21	0.39	2	Anselmo Mendes Vinhos, Lda	0.057	21	138	0.99176	3.05	0.52	10.9	5
Herdade do Cebolal 2239	Regional Alentejo	2012	7.2	0.17	0.34	6.4	Anselmo Mendes Vinhos, Lda	0.042	16	111	0.99278	2.99	0.4	10.8	6
Herdade do Esporo AB Alicante Bouschet 2465	Regional Alentejo	2011	8.1	0.2	0.3	1.3	Anselmo Mendes Vinhos, Lda	0.036	7	49	0.99242	2.99	0.73	10.3	5
Herdade do Esporo AB Alicante Bouschet 2466	Regional Alentejo	2012	8.3	0.18	0.3	1.1	Anselmo Mendes Vinhos, Lda	0.033	20	57	0.99109	3.02	0.51	11	6
Herdade do Arrepiado Velho Riesling 2243	Regional Alentejo	2011	7	0.39	0.21	10.7	Anselmo Mendes Vinhos, Lda	0.098	13	91	0.99657	3.03	0.47	9.3	5
Herdade do Cebolal 2240	Regional Alentejo	2012	6.8	0.21	0.62	6.4	Anselmo Mendes Vinhos, Lda	0.041	7	113	0.99358	2.96	0.59	10.2	5
Herdade do Esporo AB Alicante Bouschet 2467	Regional Alentejo	2011	6.9	0.21	0.62	6.3	Anselmo Mendes Vinhos, Lda	0.042	7	109	0.99358	2.96	0.59	10.2	6
Herdade do Esporo AB Alicante Bouschet 2468	Regional Alentejo	2012	7.2	0.17	0.34	6.4	Anselmo Mendes Vinhos, Lda	0.042	16	111	0.99278	2.99	0.4	10.8	6
Herdade do Arrepiado Velho Riesling 2244	Regional Alentejo	2011	6.8	0.26	0.34	15.1	Anselmo Mendes Vinhos, Lda	0.06	42	162	0.99705	3.24	0.52	10.5	3
Herdade do Cebolal 2241	Regional Alentejo	2012	7.2	0.28	0.38	2	Anselmo Mendes Vinhos, Lda	0.052	23	156	0.9912	3.13	0.52	11.1	5
Herdade do Esporo AB Alicante Bouschet 2469	Regional Alentejo	2011	7.9	0.21	0.39	2	Bodegas Frutos Villar	0.057	21	138	0.99176	3.05	0.52	10.9	5
Herdade do Esporo AB Alicante Bouschet 2470	Regional Alentejo	2012	7	0.3	0.28	2.2	Bodegas Frutos Villar	0.042	21	177	0.99166	3.2	0.57	11.4	5
Herdade do Arrepiado Velho Riesling 2245	Regional Alentejo	2011	7.4	0.34	0.28	12.1	Quinta da Veiga da Casa da Capela, Sociedade Agrcola, Lda	0.049	31	149	0.99677	3.22	0.49	10.3	5
Herdade do Cebolal 2242	Regional Alentejo	2012	6.3	0.43	0.32	8.8	Creta Olympias Winery	0.042	18	106	0.99172	3.28	0.33	12.9	7
Herdade do Esporo AB Alicante Bouschet 2471	Regional Alentejo	2011	6.8	0.41	0.3	8.8	PV-Produo e Comrcio de Produtos Vincolas S.A.	0.045	28	131	0.9953	3.12	0.59	9.9	5
Herdade do Esporo AB Alicante Bouschet 2472	Regional Alentejo	2012	6.3	0.4	0.24	5.1	Muxagat Vinhos, Lda	0.036	43	131	0.99186	3.24	0.44	11.3	6
Herdade do Arrepiado Velho Riesling 2246	Regional Alentejo	2011	5.1	0.35	0.26	6.8	Muxagat Vinhos, Lda	0.034	36	120	0.99188	3.38	0.4	11.5	6
Herdade do Cebolal 2243	Regional Alentejo	2012	5.1	0.35	0.26	6.8	Muxagat Vinhos, Lda	0.034	36	120	0.99188	3.38	0.4	11.5	6
Herdade do Esporo AB Alicante Bouschet 2473	Regional Alentejo	2011	6.3	0.3	0.2	3.7	Muxagat Vinhos, Lda	0.039	34	132	0.99158	3	0.38	10.7	5
Herdade do Esporo AB Alicante Bouschet 2474	Regional Alentejo	2012	6.9	0.28	0.28	12.2	Muxagat Vinhos, Lda	0.042	52	139	0.99522	3.03	0.56	10.4	6
Herdade do Arrepiado Velho Riesling 2247	Regional Alentejo	2011	7	0.33	0.28	5.7	Muxagat Vinhos, Lda	0.033	39	204	0.99176	3.17	0.64	12.5	6
Herdade do Cebolal 2244	Regional Alentejo	2012	6.7	0.26	0.49	8.1	Quinta da Murta	0.052	48	197	0.99558	3.19	0.48	9.5	5
Herdade do Esporo AB Alicante Bouschet 2475	Regional Alentejo	2011	7.3	0.24	0.3	2.5	Quinta do Casal da Coelheira	0.042	31	104	0.9911	3.05	0.56	11.3	7
Herdade do Esporo AB Alicante Bouschet 2476	Regional Alentejo	2012	6.7	0.46	0.21	4	Anselmo Mendes Vinhos, Lda	0.034	12	88	0.99016	3.26	0.54	13	6
Herdade do Arrepiado Velho Riesling 2248	Regional Alentejo	2011	5.1	0.35	0.26	6.8	Anselmo Mendes Vinhos, Lda	0.034	36	120	0.99188	3.38	0.4	11.5	6
Herdade do Cebolal 2245	Regional Alentejo	2012	5.1	0.23	0.18	1	Anselmo Mendes Vinhos, Lda	0.053	13	99	0.98956	3.22	0.39	11.5	5
Herdade do Esporo AB Alicante Bouschet 2477	Regional Alentejo	2011	6.3	0.4	0.24	5.1	Anselmo Mendes Vinhos, Lda	0.036	43	131	0.99186	3.24	0.44	11.3	6
Herdade do Esporo AB Alicante Bouschet 2478	Regional Alentejo	2012	7.1	0.44	0.23	5.8	Anselmo Mendes Vinhos, Lda	0.035	24	100	0.99062	3.15	0.57	13.2	7
Herdade do Arrepiado Velho Riesling 2249	Regional Alentejo	2011	4.8	0.26	0.23	10.6	Anselmo Mendes Vinhos, Lda	0.034	23	111	0.99274	3.46	0.28	11.5	7
Herdade do Cebolal 2246	Regional Alentejo	2012	6.8	0.31	0.19	3.5	Anselmo Mendes Vinhos, Lda	0.086	30	130	0.993	2.83	0.44	9.6	5
Herdade do Esporo AB Alicante Bouschet 2479	Regional Alentejo	2011	6.8	0.31	0.19	3.5	Anselmo Mendes Vinhos, Lda	0.086	30	130	0.993	2.83	0.44	9.6	5
Herdade do Esporo AB Alicante Bouschet 2480	Regional Alentejo	2012	7	0.15	0.29	16.4	Anselmo Mendes Vinhos, Lda	0.058	45	110	0.9978	3.15	0.37	9.7	6
Herdade do Arrepiado Velho Riesling 2250	Regional Alentejo	2011	6.5	0.41	0.22	4.8	Anselmo Mendes Vinhos, Lda	0.052	49	142	0.9946	3.14	0.62	9.2	5
Herdade do Cebolal 2247	Regional Alentejo	2012	6.2	0.31	0.23	3.3	Anselmo Mendes Vinhos, Lda	0.052	34	113	0.99429	3.16	0.48	8.4	5
Herdade do Esporo AB Alicante Bouschet 2481	Regional Alentejo	2011	8	0.27	0.33	1.2	Anselmo Mendes Vinhos, Lda	0.05	41	103	0.99002	3	0.45	12.4	6
Herdade do Esporo AB Alicante Bouschet 2482	Regional Alentejo	2012	8	0.27	0.33	1.2	Anselmo Mendes Vinhos, Lda	0.05	41	103	0.99002	3	0.45	12.4	6
Herdade do Arrepiado Velho Riesling 2251	Regional Alentejo	2011	6.5	0.41	0.22	4.8	Bodegas Frutos Villar	0.052	49	142	0.9946	3.14	0.62	9.2	5
Herdade do Cebolal 2248	Regional Alentejo	2012	6.2	0.31	0.23	3.3	Bodegas Frutos Villar	0.052	34	113	0.99429	3.16	0.48	8.4	5
Herdade do Esporo AB Alicante Bouschet 2483	Regional Alentejo	2011	6.7	0.37	0.25	2.5	Quinta da Veiga da Casa da Capela, Sociedade Agrcola, Lda	0.028	24	84	0.9909	3.14	0.36	11.7	6
Herdade do Esporo AB Alicante Bouschet 2484	Regional Alentejo	2012	6.6	0.21	0.5	8.7	Creta Olympias Winery	0.036	41	191	0.99294	2.96	0.56	11	6
Herdade do Arrepiado Velho Riesling 2252	Regional Alentejo	2011	7.5	0.26	0.31	1.6	PV-Produo e Comrcio de Produtos Vincolas S.A.	0.032	36	109	0.99044	2.97	0.43	11.9	6
Herdade do Cebolal 2249	Regional Alentejo	2012	7.5	0.34	0.28	4	Muxagat Vinhos, Lda	0.028	46	100	0.98958	3.2	0.5	13.2	7
Herdade do Esporo AB Alicante Bouschet 2485	Regional Alentejo	2011	6.7	0.37	0.25	2.5	Muxagat Vinhos, Lda	0.028	24	84	0.9909	3.14	0.36	11.7	6
Herdade do Esporo AB Alicante Bouschet 2486	Regional Alentejo	2012	6.4	0.32	0.23	16.2	Muxagat Vinhos, Lda	0.055	36	176	0.9986	3.26	0.54	9.1	5
Herdade do Arrepiado Velho Riesling 2253	Regional Alentejo	2011	6.7	0.24	0.32	9	Muxagat Vinhos, Lda	0.023	20	109	0.99262	3.34	0.35	12.6	6
Herdade do Cebolal 2250	Regional Alentejo	2012	6.4	0.32	0.23	16.2	Muxagat Vinhos, Lda	0.055	36	176	0.9986	3.26	0.54	9.1	5
Herdade do Esporo AB Alicante Bouschet 2487	Regional Alentejo	2011	7.1	0.39	0.79	1.4	Muxagat Vinhos, Lda	0.194	23	90	0.99212	3.17	0.46	10.5	6
Herdade do Esporo AB Alicante Bouschet 2488	Regional Alentejo	2012	8.2	0.31	0.43	7	Quinta da Murta	0.047	18	87	0.99628	3.23	0.64	10.6	5
Herdade do Arrepiado Velho Riesling 2254	Regional Alentejo	2011	6.7	0.24	0.32	9	Quinta do Casal da Coelheira	0.023	20	109	0.99262	3.34	0.35	12.6	6
Herdade do Cebolal 2251	Regional Alentejo	2012	5.9	0.17	0.29	3.1	Anselmo Mendes Vinhos, Lda	0.03	32	123	0.98913	3.41	0.33	13.7	7
Herdade do Esporo AB Alicante Bouschet 2489	Regional Alentejo	2011	5.9	0.2	0.23	1.5	Anselmo Mendes Vinhos, Lda	0.037	38	93	0.99021	3.36	0.49	12	6
Herdade do Esporo AB Alicante Bouschet 2490	Regional Alentejo	2012	6.6	0.32	0.26	4.6	Anselmo Mendes Vinhos, Lda	0.031	26	120	0.99198	3.4	0.73	12.5	7
Herdade do Arrepiado Velho Riesling 2255	Regional Alentejo	2011	5.9	0.12	0.27	4.8	Anselmo Mendes Vinhos, Lda	0.03	40	110	0.99226	3.55	0.68	12.1	6
Herdade do Cebolal 2252	Regional Alentejo	2012	5.9	0.18	0.29	4.6	Anselmo Mendes Vinhos, Lda	0.032	68	137	0.99159	3.21	0.38	11.3	6
Herdade do Esporo AB Alicante Bouschet 2491	Regional Alentejo	2011	5.9	0.2	0.23	1.5	Anselmo Mendes Vinhos, Lda	0.037	38	93	0.99021	3.36	0.49	12	6
Herdade do Esporo AB Alicante Bouschet 2492	Regional Alentejo	2012	5.4	0.17	0.27	2.7	Anselmo Mendes Vinhos, Lda	0.049	28	104	0.99224	3.46	0.55	10.3	6
Herdade do Arrepiado Velho Riesling 2256	Regional Alentejo	2011	6.1	0.21	0.3	6.3	Anselmo Mendes Vinhos, Lda	0.039	47	136	0.99068	3.27	0.31	12.7	6
Herdade do Cebolal 2253	Regional Alentejo	2012	7.3	0.25	0.26	7.2	Anselmo Mendes Vinhos, Lda	0.048	52	207	0.99587	3.12	0.37	9.2	5
Herdade do Esporo AB Alicante Bouschet 2493	Regional Alentejo	2011	7.3	0.25	0.26	7.2	Anselmo Mendes Vinhos, Lda	0.048	52	207	0.99587	3.12	0.37	9.2	5
Herdade do Esporo AB Alicante Bouschet 2494	Regional Alentejo	2012	6.2	0.22	0.3	12.4	Anselmo Mendes Vinhos, Lda	0.054	108	152	0.99728	3.1	0.47	9.5	6
Herdade do Arrepiado Velho Riesling 2257	Regional Alentejo	2011	6.5	0.27	0.19	6.6	Anselmo Mendes Vinhos, Lda	0.045	98	175	0.99364	3.16	0.34	10.1	6
Herdade do Cebolal 2254	Regional Alentejo	2012	6.5	0.27	0.19	6.6	Anselmo Mendes Vinhos, Lda	0.045	98	175	0.99364	3.16	0.34	10.1	6
Herdade do Esporo AB Alicante Bouschet 2495	Regional Alentejo	2011	6.6	0.39	0.22	4	Bodegas Frutos Villar	0.038	17	98	0.99018	3.25	0.53	13	7
Herdade do Esporo AB Alicante Bouschet 2496	Regional Alentejo	2012	6	0.31	0.38	4.8	Bodegas Frutos Villar	0.04	41	101	0.98968	3.24	0.56	13.1	6
Herdade do Arrepiado Velho Riesling 2258	Regional Alentejo	2011	8.4	0.23	0.32	1.3	Quinta da Veiga da Casa da Capela, Sociedade Agrcola, Lda	0.048	59	113	0.99178	3.1	0.55	11	6
Herdade do Cebolal 2255	Regional Alentejo	2012	7.3	0.25	0.26	7.2	Creta Olympias Winery	0.048	52	207	0.99587	3.12	0.37	9.2	5
Herdade do Esporo AB Alicante Bouschet 2497	Regional Alentejo	2011	6	0.22	0.25	11.1	PV-Produo e Comrcio de Produtos Vincolas S.A.	0.056	112	177	0.9961	3.08	0.36	9.4	6
Herdade do Esporo AB Alicante Bouschet 2498	Regional Alentejo	2012	6.2	0.22	0.3	12.4	Muxagat Vinhos, Lda	0.054	108	152	0.99728	3.1	0.47	9.5	6
Herdade do Arrepiado Velho Riesling 2259	Regional Alentejo	2011	6.1	0.23	0.27	9.8	Muxagat Vinhos, Lda	0.055	74	134	0.99534	3.16	0.4	10.2	6
Herdade do Cebolal 2256	Regional Alentejo	2012	6.5	0.27	0.19	6.6	Muxagat Vinhos, Lda	0.045	98	175	0.99364	3.16	0.34	10.1	6
Herdade do Esporo AB Alicante Bouschet 2499	Regional Alentejo	2011	7.3	0.36	0.54	13.3	Muxagat Vinhos, Lda	0.054	63	193	0.99864	3.06	0.49	8.6	4
Herdade do Esporo AB Alicante Bouschet 2500	Regional Alentejo	2012	7.6	0.37	0.51	11.7	Muxagat Vinhos, Lda	0.094	58	181	0.99776	2.91	0.51	9	5
Herdade do Arrepiado Velho Riesling 2260	Regional Alentejo	2011	6.7	0.26	0.51	8	Muxagat Vinhos, Lda	0.062	50	194	0.99545	3.13	0.5	9.6	5
Herdade do Cebolal 2257	Regional Alentejo	2012	7.4	0.22	0.27	1.6	Quinta da Murta	0.057	45	98	0.99299	3.29	0.44	9.9	7
Herdade do Esporo AB Alicante Bouschet 2501	Regional Alentejo	2011	6.1	0.22	0.28	16.55	Quinta do Casal da Coelheira	0.059	54	135	0.99665	3.2	0.38	10.5	5
Herdade do Esporo AB Alicante Bouschet 2502	Regional Alentejo	2012	7.1	0.28	0.31	1.5	Anselmo Mendes Vinhos, Lda	0.053	20	98	0.99069	3.15	0.5	11.4	5
Herdade do Arrepiado Velho Riesling 2261	Regional Alentejo	2011	6.5	0.35	0.31	10.2	Anselmo Mendes Vinhos, Lda	0.069	58	170	0.99692	3.18	0.49	9.4	5
Herdade do Cebolal 2258	Regional Alentejo	2012	6.8	0.73	0.2	6.6	Anselmo Mendes Vinhos, Lda	0.054	25	65	0.99324	3.12	0.28	11.1	4
Herdade do Esporo AB Alicante Bouschet 2503	Regional Alentejo	2011	6	0.28	0.24	17.8	Anselmo Mendes Vinhos, Lda	0.047	42	111	0.99896	3.1	0.45	8.9	6
Herdade do Esporo AB Alicante Bouschet 2504	Regional Alentejo	2012	6	0.28	0.24	17.8	Anselmo Mendes Vinhos, Lda	0.047	42	111	0.99896	3.1	0.45	8.9	6
Herdade do Arrepiado Velho Riesling 2262	Regional Alentejo	2011	7.1	0.2	0.37	1.5	Anselmo Mendes Vinhos, Lda	0.049	28	129	0.99226	3.15	0.52	10.8	5
Herdade do Cebolal 2259	Regional Alentejo	2012	6.8	0.33	0.31	7.4	Anselmo Mendes Vinhos, Lda	0.045	34	143	0.99226	3.06	0.55	12.2	6
Herdade do Esporo AB Alicante Bouschet 2505	Regional Alentejo	2011	6	0.28	0.24	17.8	Anselmo Mendes Vinhos, Lda	0.047	42	111	0.99896	3.1	0.45	8.9	6
Herdade do Esporo AB Alicante Bouschet 2506	Regional Alentejo	2012	7.2	0.24	0.36	2	Anselmo Mendes Vinhos, Lda	0.029	21	63	0.99076	3.13	0.63	12.5	6
Herdade do Arrepiado Velho Riesling 2263	Regional Alentejo	2011	6.8	0.33	0.31	7.4	Anselmo Mendes Vinhos, Lda	0.045	34	143	0.99226	3.06	0.55	12.2	6
Herdade do Cebolal 2260	Regional Alentejo	2012	7.2	0.24	0.36	2	Anselmo Mendes Vinhos, Lda	0.029	21	63	0.99076	3.13	0.63	12.5	6
Herdade do Esporo AB Alicante Bouschet 2507	Regional Alentejo	2011	6	0.28	0.24	17.8	Anselmo Mendes Vinhos, Lda	0.047	42	111	0.99896	3.1	0.45	8.9	6
Herdade do Esporo AB Alicante Bouschet 2508	Regional Alentejo	2012	6.2	0.27	0.26	12.1	Anselmo Mendes Vinhos, Lda	0.046	43	127	0.9951	3.16	0.37	10.8	6
Herdade do Arrepiado Velho Riesling 2264	Regional Alentejo	2011	6.4	0.38	0.26	8.2	Bodegas Frutos Villar	0.043	28	98	0.99234	2.99	0.31	11.4	6
Herdade do Cebolal 2261	Regional Alentejo	2012	7.1	0.2	0.37	1.5	Bodegas Frutos Villar	0.049	28	129	0.99226	3.15	0.52	10.8	5
Herdade do Esporo AB Alicante Bouschet 2509	Regional Alentejo	2011	6	0.21	0.3	8.7	Quinta da Veiga da Casa da Capela, Sociedade Agrcola, Lda	0.036	47	127	0.99368	3.18	0.39	10.6	5
Herdade do Esporo AB Alicante Bouschet 2510	Regional Alentejo	2012	7	0.34	0.1	3.5	Creta Olympias Winery	0.044	17	63	0.9937	3.01	0.39	9.2	5
Herdade do Arrepiado Velho Riesling 2265	Regional Alentejo	2011	5.9	0.435	0.16	6.4	PV-Produo e Comrcio de Produtos Vincolas S.A.	0.031	21	134	0.99151	3.24	0.46	12.2	6
Herdade do Cebolal 2262	Regional Alentejo	2012	7	0.25	0.33	2.1	Muxagat Vinhos, Lda	0.021	17	76	0.99021	3.26	0.45	12.3	6
Herdade do Esporo AB Alicante Bouschet 2511	Regional Alentejo	2011	6.7	0.26	0.29	7.7	Muxagat Vinhos, Lda	0.038	40	179	0.99479	3.23	0.56	10.4	6
Herdade do Esporo AB Alicante Bouschet 2512	Regional Alentejo	2012	7	0.24	0.3	12.3	Muxagat Vinhos, Lda	0.035	72	172	0.9954	2.99	0.57	10.4	6
Herdade do Arrepiado Velho Riesling 2266	Regional Alentejo	2011	8.5	0.23	0.34	1.3	Muxagat Vinhos, Lda	0.035	54	110	0.99176	3.07	0.55	11	7
Herdade do Cebolal 2263	Regional Alentejo	2012	6	0.21	0.3	8.7	Muxagat Vinhos, Lda	0.036	47	127	0.99368	3.18	0.39	10.6	5
Herdade do Esporo AB Alicante Bouschet 2513	Regional Alentejo	2011	7	0.34	0.1	3.5	Muxagat Vinhos, Lda	0.044	17	63	0.9937	3.01	0.39	9.2	5
Herdade do Esporo AB Alicante Bouschet 2514	Regional Alentejo	2012	4.8	0.65	0.12	1.1	Quinta da Murta	0.013	4	10	0.99246	3.32	0.36	13.5	4
Herdade do Arrepiado Velho Riesling 2267	Regional Alentejo	2011	6.1	0.22	0.38	2.8	Quinta do Casal da Coelheira	0.144	12	65	0.9908	2.95	0.64	11.4	6
Herdade do Cebolal 2264	Regional Alentejo	2012	5.8	0.27	0.26	3.5	Anselmo Mendes Vinhos, Lda	0.071	26	69	0.98994	3.1	0.38	11.5	6
Herdade do Esporo AB Alicante Bouschet 2515	Regional Alentejo	2011	5	0.455	0.18	1.9	Anselmo Mendes Vinhos, Lda	0.036	33	106	0.98746	3.21	0.83	14	7
Herdade do Esporo AB Alicante Bouschet 2516	Regional Alentejo	2012	6.5	0.33	0.3	3.8	Anselmo Mendes Vinhos, Lda	0.036	34	88	0.99028	3.25	0.63	12.5	7
Herdade do Arrepiado Velho Riesling 2268	Regional Alentejo	2011	6.5	0.33	0.3	3.8	Anselmo Mendes Vinhos, Lda	0.036	34	88	0.99028	3.25	0.63	12.5	7
Herdade do Cebolal 2265	Regional Alentejo	2012	6.7	0.31	0.3	2.4	Anselmo Mendes Vinhos, Lda	0.038	30	83	0.98867	3.09	0.36	12.8	7
Herdade do Esporo AB Alicante Bouschet 2517	Regional Alentejo	2011	6.2	0.39	0.24	4.8	Anselmo Mendes Vinhos, Lda	0.037	45	138	0.99174	3.23	0.43	11.2	7
