Name;Region;Year;Color;Castes;AlcoholPercentage;Producer;MinimunPrice;MaximumPrice;Judge;JudgeRating;Date;JudgeNotes
Kaiken Reserva Malbec 2006;Argentina;2006;Red;Malbec e Cabernet Sauvignon;14.5;Kaiken Wines;12.5;15.0;Aurelio Montes;17.0;Outubro 2008;Cor rubi e ligeiramente avioletada, o nariz Ç bem frutado, levemente alicorado e fumado, na boca Ç expressivo e cheio, mostra um bom volume e Ç encorpado, sugest‰es de cafÇ e chocolate complementadas pela fruta madura formam um belo conjunto, destaque para o seu prolongado final.
Kendermanns Kalkstein Riesling 2007;Alemanha;2007;White;Riesling;13.5;H. Kendermann GMBH Weinkellerei Bingen;4.0;7.5;Christine Prîstler e Philipp Maurer;14.5;Maráo 2013;Cor amarela brilhante e nariz agradavelmente marcado pelos aromas minerais envolvidos em delicadas nuances citrinas e florais, na boca Ç um vinho com alguma evoluá∆o e um paladar fresco e delicado, com um ligeiro toque frutado aliado a uma mineralidade bem evidente, o final de boca tem um comprimento mediano.
Kendermanns Late Harvest 2005;Alemanha;2005;White;Riesling;11.5;H. Kendermann GMBH Weinkellerei Bingen;7.5;10.0;Christine Prîstler e Philipp Maurer;15.5;Novembro 2009;Apresenta uma cor amarela intensa e um nariz dominado pela fruta madura e delicadas sugest‰es florais e frutos secos, na boca Ç um vinho fresco e equilibrado, delicadas notas de mel e boa dose de fruta, formam um conjunto vivo e com relevante doáura, termina mÇdio/longo.
Kendermanns Schiefer Riesling 2006;Alemanha;2006;White;Riesling;12.0;H. Kendermann GMBH Weinkellerei Bingen;4.0;7.5;Christine Prîstler e Philipp Maurer;13.0;Maráo 2013;Cor amarela intensa e nariz delicadamente preenchido por notas de citirnos maduros com um ligeiro toque floral, tudo j† algo evolu°do, na boca Ç um vinho com uma acidez correcta e um paladar marcado pelas notas de flores secas e um ligeiro toque limonado, o final de boca Ç curto.
Kolheita 2004;DOC Douro;2004;Red;Vinhas Velhas;14.0;Kolheita de Ideias - Vinhos Lda;20.0;25.0;Lu°s Soares Duarte;17.0;Abril 2009;Cor intensa e nariz agradavelmente frutado, notas de ameixas e amoras conjugadas com leves sensaá‰es florais e de finas especiarias, na boca revela uma enorme complexidade, e a fruta mostra toda a sua nobreza, os taninos apesar de se apresentarem s¢lidos est∆o ao mesmo tempo bem polidos e integrados no conjunto, Ç um vinho encorpado e poderoso no paladar, com boas notas de fruta madura, especiarias e leves sugest‰es de chocolate, tem um final fresco e bem prolongado.
Kompassus 2011;DOC Bairrada;2011;White;Chardonnay e Arinto;13.0;Kompassus - Vinhos, Lda;10.0;12.5;Jo∆o P¢voa;15.5;Dezembro 2013;Cor amarela e nariz delicado, onde os aromas de fruta madura se fundem com delicadas notas florais e abaunilhadas, na boca Ç um vinho equilibrado, com uma acidez agrad†vel e um volume interessante, conta com um paladar frutado e ligeiramente especiado, alÇm de tostado e subtilmente c°trico, o final de boca tem um comprimento mÇdio.
Kompassus Reserva 2005;DOC Bairrada;2005;Red;Merlot e Touriga Nacional;14.5;Kompassus - Vinhos, Lda;15.0;20.0;Jo∆o P¢voa;16.5;Dezembro 2010;Apresenta uma cor intensa, muito concentrada no centro e acompanhada por uns laivos violetas, o nariz revela uma forte componente de fruta madura aliada a frescas notas florais e um ligeiro toque de barrica, na boca Ç um vinho envolvente e profundo, com taninos firmes e muita juventude, a fruta continua bem presente, mostrando um paladar mais especiado, termina longo e persistente.
Kompassus Reserva 2006;DOC Bairrada;2006;Red;Merlot e Touriga Nacional;14.5;Kompassus - Vinhos, Lda;15.0;20.0;Jo∆o P¢voa;16.5;Julho 2013;Cor granada intensa e nariz revela perfumado por aromas de fruta vermelha madura misturados com evidentes notas florais e delicadas notas de barrica e tambÇm diversas especiarias, na boca Ç um vinho com bom volume, taninos aguerridos e um paladar cheio de fruta preta madura e notas terrosas e especiadas, num fundo onde a madeira marca a sua presenáa, o final de boca Ç prolongado e persistente.
Kompassus Reserva 2013;DOC Bairrada;2013;Red;Baga e Touriga Nacional;14.0;Kompassus - Vinhos, Lda;15.0;20.0;Jo∆o P¢voa;16.5;Abril 2018;Cor granada de intensidade alta, o nariz sugere evidentes aromas frutados e especiados aliados a uma breve sensaá∆o floral, vegetal e atÇ tostada, na boca Ç um vinho jovem e equilibrado, com taninos bem presentes e uma estrutura acima da mÇdia, no paladar volta a destacar-se a fruta madura e a barrica, bem como delicadas notas vegetais, o final de boca termina com um comprimento mÇdio/alto.
Kompassus Reserva 2016;DOC Bairrada;2016;White;Arinto e Bical;12.0;Kompassus - Vinhos, Lda;12.5;15.0;Anselmo Mendes;16.0;Outubro 2017;Apresenta uma cor citrina e um nariz delicadamente elegante, com aromas minerais subtilmente envolvidos por notas tostadas e limonadas, num fundo mais vegetal e frutado, na boca Ç um vinho com estrutura, uma acidez bem agrad†vel e uma interessante complexidade, o nariz revela notas frutadas e minerais, alÇm de um ligeiro toque citrino, o final de boca termina com uma ligeira secura e uma persistància acima da mÇdia.
Kopke 2008;DOC Douro;2008;White;Gouveio, Rabigato e Arinto;12.5;C. N. Kopke & C¶. Lda;4.0;7.5;Francisco Gonáalves;14.5;Novembro 2009;Apresenta uma cor p†lida e um nariz onde o vegetal e o citrino est∆o dominadores, na boca revela uma acidez equilibrada e uma estrutura mediana, Ç um vinho de prova f†cil, muito citrino e com um final curto.
Kopke 2013;DOC Douro;2013;White;Arinto, Gouveio e Rabigato;13.0;C. N. Kopke & C¶. Lda;2.0;4.0;Ricardo Macedo;15.5;Junho 2014;Cor amarelo citrino e nariz agradavelmente preenchido por aromas florais, de fruta madura e delicadas notas c°tricas e minerais, na boca Ç um vinho correcto, com uma acidez delicada e um paladar menos expressivo que o nariz, mas ainda assim fresco e mais mineral e frutado que citrino, o final de boca tem um comprimento mediano.
Kopke Reserva 2005;DOC Douro;2005;Red;Touriga Franca, Tinta Roriz e Touriga Nacional;14.0;C. N. Kopke & C¶. Lda;10.0;12.5;Francisco Gonáalves;16.5;Novembro 2009;Cor intensa e nariz muito frutado aliado a frescas notas florais, na boca Ç um vinho bem agrad†vel, onde o equ°librio se torna mais evidente, a partir de uma interesante mistura entre a fruta, a madeira e um ligeiro toque floral e especiado, conta com uns taninos bem polidos e um final persistente.
Kopke Reserva 2007;DOC Douro;2007;Red;Tinta Roriz e Touriga Nacional;14.0;C. N. Kopke & C¶. Lda;10.0;12.5;Francisco Gonáalves;16.0;Maio 2011;Cor intensa de laivos viol†ceos, o nariz revela imensas notas florais acompanhadas por agrad†veis sugest‰es de frutos do bosque e um delicado toque de madeira, na boca Ç um vinho equilibrado, com estrutura e corpo de volume agrad†vel, revela uma bela combinaá∆o entre a fruta e a madeira e um final de comprimento mÇdio/longo e uma persistància ligeiramente acima da mÇdia.
Kopke Reserva 2008;DOC Douro;2008;White;Viosinho, Arinto e Folgas∆o;13.0;C. N. Kopke & C¶. Lda;10.0;12.5;Francisco Gonáalves;13.5;Janeiro 2014;Cor amarela de forte intensidade e nariz j† com alguma evoluá∆o, onde as notas meladas e de fruta bem madura se misturam com alguns frutos secos e um leve toque de madeira, na boca revela-se muito delicado, sem garra e de estrutura simples, a evoluá∆o Ç not¢ria e o paladar apenas apresenta delicadas notas de fruta j† muito madura, termina com um final seco e muito curto.
Kopke Reserva 2011;DOC Douro;2011;White;Viosinho, Arinto e Folgas∆o;14.0;C. N. Kopke & C¶. Lda;10.0;12.5;Francisco Gonáalves;16.0;Agosto 2014;Apresenta uma bonita cor amarela e um nariz rico em fruta madura,, aromas florais e citrinos, num fundo mais tostado e abaunilhado, na boca Ç um vinho equilibrado, com alguma estrutura e uma acidez bem presente, revela um paladar frutado e a madeira est† muito bem integrada, o final de boca tem um comprimento mÇdio/longo.
Kopke Reserva 2012;DOC Douro;2012;White;Arinto, Gouveio e Rabigato;14.0;C. N. Kopke & C¶. Lda;10.0;12.5;Francisco Gonáalves;16.0;Agosto 2014;Cor amarela de mÇdia intensidade e nariz agradavelmente preenchido por aromas florais e de fruta madura, misturados cm elegantes notas de baunilha e de tosta, na boca Ç um vinho equilibrado, com uma certa estrutura e uma interessante acidez, no paladar frutado destacam-se as notas de citrinos bem maduros e alguma fruta, tudo bem integrado com a madeira, o final de boca tem um comprimento mÇdio/alto.
Kopke Reserva 2015;DOC Douro;2015;Red;Touriga Nacional e Tinta Roriz;13.5;C. N. Kopke & C¶. Lda;12.5;15.0;Ricardo Macedo;16.0;Janeiro 2018;Cor rubi de intensidade mÇdia/alta, o nariz sugere frescos aromas de fruta vermelha misturados com delicadas notas florais e subtis nuances tostadas e de chocolate, na boca Ç um vinho equilibrado, com um volume e estrutura mÇdios, os taninos revelam juventude e o paladar apresenta-se muito frutado e abaunilhado, alÇm de especiado e delicadamente vegetal, o final de boca termina com um comprimento e persistància interessantes.
Kopke Reserva 2016;DOC Douro;2016;White;Arinto, Viosinho e Folgas∆o;13.0;C. N. Kopke & C¶. Lda;12.5;15.0;Ricardo Macedo;16.0;Janeiro 2018;Apresenta uma cor amarela brilhante e um nariz muito fresco, onde reinam os aromas citrinos e de fruta madura envolvidos por evidentes notas florais e por um subtil toque mineral, na boca Ç um vinho equilibrado, ligeiramente cremoso e com uma agrad†vel acidez, o paladar mostra-se mais frutado e citrino que mineral e o final de boca termina com um comprimento mÇdio e uma persistància bem interessante.
Kopke Vinhas Velhas 2008;DOC Douro;2008;Red;Vinhas Velhas;14.5;C. N. Kopke & C¶. Lda;25.0;50.0;Francisco Gonáalves;17.0;Maráo 2016;Apresenta uma cor profunda, praticamente opaca, o nariz revela elegÉncia e exuberÉncia, onde os aromas de fruta vermelha madura aliam-se na perfeiá∆o com a barrica, com uma certa mineralidade e ainda delicadas notas especiadas e florais, na boca Ç um vinho encorpado e volumoso, com uma grande complexidade e fineza, conta com um paladar rico, marcado pela fruta negra, notas de chocolate e a madeira, tudo muito envolvente e harmonioso, o final de boca Ç longo e prolongado.
Kracher Auslese CuvÇe 2004;µustria;2004;White;Chardonnay e Welschriesling;13.5;Kracher;7.5;10.0;Alois Kracher;15.0;Maio 2010;Cor dourada e nariz rico em aromas melados e notas vegetais, na boca revela alguma complexidade e um corpo agradavelmente preenchido, o paladar apresenta alguns citrinos, frutos secos e notas de mel, o final tem um comprimento mÇdio e uma persistància simples.
Kracher Auslese CuvÇe 2017;µustria;2017;White;Welschriesling e Chardonnay;12.0;Kracher;10.0;12.5;Alois Kracher;15.5;Setembro 2018;Cor amarela suave e nariz bem preenchido por aromas de fruta tropical envolvida por notas citrinas e de pàssego, num fundo mais mineral e ligeiramente floral, na boca Ç um vinho fresco, equilibrado e com uma agrad†vel untuosidade, no paladar destaca-se a fruta e breves notas de frutos secos, com o final de boca a terminar com um comprimento mÇdio.
Kracher Burgenland Auslese CuvÇe 2004;µustria;2004;White;Chardonnay e Welschriesling;12.0;Kracher;12.5;15.0;Alois Kracher;16.5;Fevereiro 2007;Cor amarelo brilhante e aromas ricos em frutos ex¢ticos e secos, juntamente com leves notas de especiarias, o paladar Ç elegante e frutado, de grande frescura, final persistente e perfumado.
Kressman Grande RÇserve Sauternes 2016;Franáa;2016;White;Semillon, Sauvignon Blanc e Muscadelle;13.5;Kressmann;10.0;12.5;Jean Christophe Ourtoule;16.0;Abril 2019;Cor amarela brilhante e nariz muito elegante, onde os aromas de frutos secos combinam na perfeiá∆o com nuances meladas e de caramelo, alÇm de um toque de flor de laranjeira e fruta confitada que conferem uma excelente vivacidade ao conjunto, na boca apresenta-se fresco e harmonioso, com uma acidez muito aceit†vel e um volume intenso, no paladar evidenciam-se as notas de mel e citrinos, bem como uma forte componente de fruta tropical, com o final de boca a terminar com um comprimento mÇdio/longo.
Kumala Reserve Chenin Blanc 2016;µfrica do Sul;2016;White;Chenin Blanc;13.0;Kumala;7.5;10.0;Ben Jordan;16.5;Agosto 2017;Apresenta uma cor amarela intensa e um nariz muito elegante e vivo, os aromas tropicais misturam-se com breves notas abaunilhadas e uma boa dose de fruta, especialmente pàras, na boca Ç um vinho atractivo, com uma bela acidez e um certo amanteigado, no paladar volta a revelar-se um conjunto sugestivo e bem preenchido pela combinaá∆o fruta e barrica, o final de boca termina com uma agrad†vel persistància.
La Cueva del Contador 2010;Espanha;2010;Red;Tempranillo;14.5;Vinos de Benjamin Romeo, S.L.;50.0;75.0;Benjam°n Romeo;17.5;Julho 2014;Cor profunda, de tonalidade rubi, praticamente opaca no centro, o nariz destaca-se pela sua fineza e envolvància, onde a fruta vermelha madura, especialmente cerejas, combina na perfeiá∆o com diversas notas achocolatadas e um toque muito elegante de barrica, alÇm de breves notas minerais e apimentadas, na boca Ç um vinho cheio, encorpado e complexo, revela uns taninos s¢lidos, fruto da sua juevntude mas que n∆o pesam no conjunto, no paladar sobressai a fruta preta madura e delicadas notas especiadas e de chocolate, bem como evidentes nuances minerais e alguma madeira, o final de boca Ç muito prolongado e de enorme persistància.
La Demoiselle de By 2004;Franáa;2004;Red;-;13.0;V.U.M.;4.0;7.5;;14.5;Maio 2007;Cor vermelha e aromas frutados, o paladar Ç fresco e os taninos est∆o bem maduros, f†cil de beber e apreciar, paladar suave e final equilibrado.
La Estacada Syrah & Merlot 2006;Espanha;2006;Red;Syrah e Merlot;14.0;Bodegas Finca La Estacada;12.5;15.0;;16.5;Outubro 2011;Apresenta uma cor carregada no centro e uma aurÇola de tonalidade granada, o nariz revela notas de fruta preta, acompanhadas por diversas especiarias e ainda uma ligeira sensaá∆o abaunilhada mas tambÇm apimentada, na boca Ç um vinho de textura fina, taninos redondos e sedosos, em que o paladar revela uma bela harmonia entre a fruta e as notas de barrica, terminando de forma prolongada e persistente.
La Montesa 2005;Espanha;2005;Red;Mazuelo, Graciano, Tempranillo e Garnacha Tinta;14.0;Vinos de Los Herderos del Marques de Riscal, S.A.;12.5;15.0;µlvaro Palacios e Javier Gil;16.5;Outubro 2008;Cor granada e de brilhantes laivos rubi, no nariz destaque inicialmente para os frutos vermelhos e para as notas florais que evoluem posteriormente para uma elegante tosta e leigeira baunilha, na boca tem um ataque intenso, cheio de garra, onde os firmes taninos j† mostram alguma afinaá∆o, surgem delicadas especiarias que n∆o superam a fruta e revela uma estrututra elevada, o final Ç harmonioso e de persistància bem agrad†vel.
La Montesa 2015;Espanha;2015;Red;Garnacha Tinta e Tempranillo;14.0;Bodegas Palacios Remondo SA;12.5;15.0;µlvaro Palacios e Javier Gil;16.0;Abril 2019;Cor rubi de mÇdia intensidade e nariz muito fresco, onde a fruta vermelha domina num conjunto marcado por diversas notas de especiarias, tosta e uma leve sensaá∆o de chocolate, na boca Ç um vinho equilibrado, com um volume mÇdio e taninos redondos, no paladar realce para a harmonia existente entre a fruta negra e a madeira, amparadas por uma delicada sensaá∆o compotada e de cacau, o final de boca termina com um comprimento relativamente prolongado e persistente.
La Pinosa 2008;Espanha;2008;Red;Tempranillo;13.0;Bodegas Vi§a Buena;4.0;7.5;Lorenzo Ayuso;14.5;Abril 2010;Cor rubi de mÇdia concentraá∆o e nariz jovem, que faz lembrar frutos silvestres e compotas, revelando um agrad†vel equil°brio de aromas, na boca Ç um vinho suave, frutado e com uma estrutura mediana, o final tem um comprimento mÇdio.
La Poussie Sancerre 2009;Franáa;2009;White;Sauvignon Blanc;12.5;Domaine de La Poussie;15.0;20.0;Patrick de Ladoucette;16.0;Fevereiro 2012;Cor amarela brilhante e nariz bem preenchido por aromas c°tricos, vegetais e minerais, apoiados em delicadas sugest‰es de fruta madura, na boca Ç um vinho fresco e muito equilibrado, onde se destaca a secura apresentada, bem como a sua acidez, no paladar realce para as vibrantes notas minerais e citrinas, o final de boca tem um comprimento prolongado e uma interessante persistància.
La Puerta Syrah 2008;Argentina;2008;Red;Syrah;13.5;Valle de la Puerta, S.A.;7.5;10.0;Javier Collovati;16.0;Abril 2012;Cor rubi intensa e concentrada e nariz rico em notas de fruta preta, compota e delicadas sugest‰es de especiarias e tambÇm um ligeiro toque de chocolate, na boca Ç um vinho com alguma estrutura, um corpo de volume mÇdio e uns taninos polidos, o paladar continua muito frutado e ligeiramente tostado e o final de boca tem um comprimento mÇdio/longo e uma agrad†vel persistància.
La Rioja Alta Gran Reserva 904 1997;Espanha;1997;Red;Tempranillo e Graciano;13.0;Grupo La Rioja Alta, S.A.;25.0;50.0;Manuel Ruiz Hern†ndez;17.0;Setembro 2011;Apresenta uma cor atijolada com uma aurÇola de tonalidade bem castanha, o nariz revela fortes aromas terrosos, apoiados em especiarias e um ligeiro apimentado, num fundo dominado pela madeira velha, na boca Ç um vinho delicado e intenso, j† evolu°do mas com uma frescura vibrante, um paladar capaz de revelar alguma fruta em passa, bem misturado com elegantes toques especiados e boa madeira, tem um final longo e persistente.
